case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BIOS-006-P0434	1.0.0	BIOS-006	0434	DPB address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0434	1.0.0	permitted variation	Do not compare against fixed addresses or require stale pointers.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-003-P0435	1.0.0	BIOS-003	0435	Function 37 compatibility status	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	OR-0435	1.0.0	optional-feature isolation	If selected, activate the full state-effect suite; otherwise return/out-of-range policy remains as declared.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The case is NOT APPLICABLE unless the optional feature is claimed; when claimed, its declared behavior must be verified without changing baseline semantics.	Does not affect baseline certification; a FAIL defeats only the optional claim.	MEM-001; BIOS-001 as applicable
COMM-002-P0436	1.0.0	COMM-002	0436	Function 3 Reader convention	REQUIRED	generic CP/M 2.2 baseline	OR-0436	1.0.0	positive predicate	Supply a controlled READER byte and verify A and one call.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0437	1.0.0	BIOS-003	0437	Reader completion and optional-device behavior	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0437	1.0.0	permitted variation	Accept blocking physical input or documented absent-device EOF.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
COMM-002-P0438	1.0.0	COMM-002	0438	Reader separation from console	REQUIRED	generic CP/M 2.2 baseline	OR-0438	1.0.0	positive predicate	Retain console input, call Reader, then recover console input.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0439	1.0.0	BIOS-003	0439	Function 4 Punch convention	REQUIRED	generic CP/M 2.2 baseline	OR-0439	1.0.0	positive predicate	Capture graphic and control bytes at BIOS PUNCH.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
COMM-002-P0440	1.0.0	COMM-002	0440	Function 5 List convention	REQUIRED	generic CP/M 2.2 baseline	OR-0440	1.0.0	positive predicate	Capture TAB/Ctrl-P and verify later Function 2 state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0441	1.0.0	BIOS-003	0441	Character-output result values	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0441	1.0.0	permitted variation	Do not require A/HL beyond general normal-return aliases.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
COMM-002-P0442	1.0.0	COMM-002	0442	Function 7 IOBYTE query	REQUIRED	generic CP/M 2.2 baseline	OR-0442	1.0.0	positive predicate	Compare Function 7 with direct 0003h reads.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0443	1.0.0	BIOS-003	0443	Function 8 IOBYTE set	REQUIRED	generic CP/M 2.2 baseline	OR-0443	1.0.0	positive predicate	Round-trip several full-byte patterns including A5h.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
COMM-002-P0444	1.0.0	COMM-002	0444	IOBYTE field encoding	REQUIRED	generic CP/M 2.2 baseline	OR-0444	1.0.0	positive predicate	Exercise all implemented logical-to-physical assignments.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0445	1.0.0	BIOS-003	0445	IOBYTE routing boundary	REQUIRED	generic CP/M 2.2 baseline	OR-0445	1.0.0	positive predicate	Observe fixed logical dispatch under multiple IOBYTE values.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
COMM-002-P0446	1.0.0	COMM-002	0446	Active IOBYTE routing policy	PROFILE REQUIRED	the IOBYTE logical-device profile	OR-0446	1.0.0	profile-gated positive	Profile declares inert or active mapping and tests every selected logical-to-physical route.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	all narrow tests for mapped ledger areas; named software/profile fixture
BIOS-003-P0447	1.0.0	BIOS-003	0447	IOBYTE set has no initialization contract	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0447	1.0.0	permitted variation	Do not require device-open/reset side effects or result.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-004-P0448	1.0.0	BIOS-004	0448	Character-device DMA independence	REQUIRED	generic CP/M 2.2 baseline	OR-0448	1.0.0	positive predicate	Preserve default/alternate DMA sentinels across all calls.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-004-P0449	1.0.0	BIOS-004	0449	Stateful BIOS disk setup	REQUIRED	generic CP/M 2.2 baseline	OR-0449	1.0.0	positive predicate	Vary each setup value independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-004-P0450	1.0.0	BIOS-004	0450	SELDSK result and deferral	REQUIRED	generic CP/M 2.2 baseline	OR-0450	1.0.0	positive predicate	Test configured and absent drives and deferred I/O.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
