ledger_entry	case_id	case_version	oracle_id	oracle_version	parent_test_id	executable	module_case	requirement	classification	applicability	rc1_dependencies	selected_profile_ids	safety_class	required_fixture	implementation_status	proposed_reuse
0373	BDOS-FILE-007-P0373	1.0.0	OR-0373	1.0.0	BDOS-FILE-007	DISKTEST.COM	DIS-008	Function 28 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0374	BDOS-FILE-008-P0374	1.0.0	OR-0374	1.0.0	BDOS-FILE-008	DISKTEST.COM	DIS-009	Function 28 transience	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0375	BDOS-FILE-009-P0375	1.0.0	OR-0375	1.0.0	BDOS-FILE-009	DISKTEST.COM	DIS-010	Function 29 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0376	BDOS-FILE-006-P0376	1.0.0	OR-0376	1.0.0	BDOS-FILE-006	DISKTEST.COM	DIS-011	Read-only vector mapping	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0377	BDOS-FILE-007-P0377	1.0.0	OR-0377	1.0.0	BDOS-FILE-007	DISKTEST.COM	DIS-012	Function 28 vector effect	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0378	BDOS-FILE-008-P0378	1.0.0	OR-0378	1.0.0	BDOS-FILE-008	DISKTEST.COM	DIS-013	Reset clears software protection	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0379	BDOS-FILE-009-P0379	1.0.0	OR-0379	1.0.0	BDOS-FILE-009	DISKTEST.COM	DIS-014	Protected-disk Make	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0380	BDOS-FILE-006-P0380	1.0.0	OR-0380	1.0.0	BDOS-FILE-006	DISKTEST.COM	DIS-015	Protected-disk sequential write	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0381	BDOS-FILE-007-P0381	1.0.0	OR-0381	1.0.0	BDOS-FILE-007	DISKTEST.COM	DIS-016	Protected-disk random write	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0382	BDOS-FILE-008-P0382	1.0.0	OR-0382	1.0.0	BDOS-FILE-008	DISKTEST.COM	DIS-017	Protected-disk delete	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0383	BDOS-FILE-009-P0383	1.0.0	OR-0383	1.0.0	BDOS-FILE-009	DISKTEST.COM	DIS-018	Protected-disk rename	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0384	BDOS-FILE-006-P0384	1.0.0	OR-0384	1.0.0	BDOS-FILE-006	DISKTEST.COM	DIS-019	Protection before mutation	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0385	BDOS-FILE-007-P0385	1.0.0	OR-0385	1.0.0	BDOS-FILE-007	ERRTEST.COM	ERR-005	Fatal presentation	PROFILE REQUIRED	the Interactive DRI protection-error profile	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	DRI-PROTECT-INT	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0386	BDOS-FILE-008-P0386	1.0.0	OR-0386	1.0.0	BDOS-FILE-008	ERRTEST.COM	ERR-006	Fatal handler internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0387	BDOS-FILE-009-P0387	1.0.0	OR-0387	1.0.0	BDOS-FILE-009	ERRTEST.COM	ERR-007	Exact diagnostic text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	DRI-DIAG-PRES	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0388	BDOS-FILE-006-P0388	1.0.0	OR-0388	1.0.0	BDOS-FILE-006	RANDTEST.COM	FIL-134	Late attribute change versus dirty FCB	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0389	ERROR-002-P0389	1.0.0	OR-0389	1.0.0	ERROR-002	ERRTEST.COM	ERR-008	Automatic media-change protection	PROFILE REQUIRED	the Removable-media/hardware profile	healthy corresponding interface/storage test; restored fault fixture	REMOVABLE-MEDIA	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0390	ERROR-003-P0390	1.0.0	OR-0390	1.0.0	ERROR-003	ERRTEST.COM	ERR-009	CBIOS physical read result	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0391	ERROR-004-P0391	1.0.0	OR-0391	1.0.0	ERROR-004	ERRTEST.COM	ERR-010	CBIOS physical write result	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0392	ERROR-002-P0392	1.0.0	OR-0392	1.0.0	ERROR-002	ERRTEST.COM	ERR-011	BIOS retry responsibility	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0393	ERROR-003-P0393	1.0.0	OR-0393	1.0.0	ERROR-003	ERRTEST.COM	ERR-012	Physical/logical error separation	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0394	ERROR-004-P0394	1.0.0	OR-0394	1.0.0	ERROR-004	ERRTEST.COM	ERR-013	Bad Sector presentation	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0395	ERROR-002-P0395	1.0.0	OR-0395	1.0.0	ERROR-002	ERRTEST.COM	ERR-014	Physical-error ignore choice	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0396	ERROR-003-P0396	1.0.0	OR-0396	1.0.0	ERROR-003	ERRTEST.COM	ERR-015	Physical-error abort choice	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0397	ERROR-004-P0397	1.0.0	OR-0397	1.0.0	ERROR-004	ERRTEST.COM	ERR-016	Abort restart details	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0398	ERROR-002-P0398	1.0.0	OR-0398	1.0.0	ERROR-002	ERRTEST.COM	ERR-017	Result after ignored physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0399	ERROR-003-P0399	1.0.0	OR-0399	1.0.0	ERROR-003	ERRTEST.COM	ERR-018	DMA after ignored physical read	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0400	ERROR-004-P0400	1.0.0	OR-0400	1.0.0	ERROR-004	ERRTEST.COM	ERR-019	Persistence after ignored physical write	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0401	ERROR-002-P0401	1.0.0	OR-0401	1.0.0	ERROR-002	ERRTEST.COM	ERR-020	Make persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0402	ERROR-003-P0402	1.0.0	OR-0402	1.0.0	ERROR-003	ERRTEST.COM	ERR-021	Close persistence after physical error	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0403	ERROR-004-P0403	1.0.0	OR-0403	1.0.0	ERROR-004	ERRTEST.COM	ERR-022	Physical-write atomicity	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0404	ERROR-002-P0404	1.0.0	OR-0404	1.0.0	ERROR-002	ERRTEST.COM	ERR-023	Sequential read logical result	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0405	ERROR-003-P0405	1.0.0	OR-0405	1.0.0	ERROR-003	ERRTEST.COM	ERR-024	Sequential write logical result	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0406	ERROR-004-P0406	1.0.0	OR-0406	1.0.0	ERROR-004	ERRTEST.COM	ERR-025	Random read logical codes	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0407	ERROR-002-P0407	1.0.0	OR-0407	1.0.0	ERROR-002	ERRTEST.COM	ERR-026	Random write logical codes	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0408	ERROR-003-P0408	1.0.0	OR-0408	1.0.0	ERROR-003	ERRTEST.COM	ERR-027	Make/Delete/Rename/Close logical codes	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0409	ERROR-004-P0409	1.0.0	OR-0409	1.0.0	ERROR-004	ERRTEST.COM	ERR-028	DRI permanent-error internals	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0410	ERROR-002-P0410	1.0.0	OR-0410	1.0.0	ERROR-002	ERRTEST.COM	ERR-029	z80pack status values	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0411	ERROR-003-P0411	1.0.0	OR-0411	1.0.0	ERROR-003	ERRTEST.COM	ERR-030	Exact Bad Sector text	PROFILE REQUIRED	the DRI diagnostic-presentation profile	healthy corresponding interface/storage test; restored fault fixture	DRI-DIAG-PRES	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0412	ERROR-004-P0412	1.0.0	OR-0412	1.0.0	ERROR-004	ERRTEST.COM	ERR-031	Accepted ignore characters	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0413	BDOS-STATE-001-P0413	1.0.0	OR-0413	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-062	Structured physical-error extension	OPTIONAL	the Headless/structured-error extension. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	MEM-001; BIOS-001 as applicable	EXT-STRUCTERR	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0414	BDOS-STATE-001-P0414	1.0.0	OR-0414	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-063	Function 12 CP/M version result	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0415	BDOS-STATE-001-P0415	1.0.0	OR-0415	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-064	Function 32 user-number query	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0416	BDOS-STATE-001-P0416	1.0.0	OR-0416	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-065	Function 32 user-number selection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0417	BDOS-STATE-001-P0417	1.0.0	OR-0417	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-066	Function 32 set-form result	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0418	BDOS-STATE-001-P0418	1.0.0	OR-0418	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-067	Console functions do not use or overwrite DMA	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0419	BDOS-STATE-001-P0419	1.0.0	OR-0419	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-068	Console and identity calls preserve DMA selection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0420	BDOS-STATE-001-P0420	1.0.0	OR-0420	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-069	Function 10 DE buffer is not DMA	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0421	BDOS-CON-005-P0421	1.0.0	OR-0421	1.0.0	BDOS-CON-005	CONSTEST.COM	CON-081	DRI private console polling implementation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0422	BDOS-STATE-001-P0422	1.0.0	OR-0422	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-070	Function 6 E=FEh behavior	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0423	BIOS-006-P0423	1.0.0	OR-0423	1.0.0	BIOS-006	BIOSTEST.COM	BIO-001	Function 34 is not Compute File Size	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0424	BIOS-006-P0424	1.0.0	OR-0424	1.0.0	BIOS-006	BIOSTEST.COM	BIO-002	Function 27 allocation-vector pointer	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0425	BIOS-006-P0425	1.0.0	OR-0425	1.0.0	BIOS-006	BIOSTEST.COM	BIO-003	Allocation-vector length and bit mapping	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0426	BIOS-006-P0426	1.0.0	OR-0426	1.0.0	BIOS-006	BIOSTEST.COM	BIO-004	Reserved directory allocation bits	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0427	BIOS-006-P0427	1.0.0	OR-0427	1.0.0	BIOS-006	BIOSTEST.COM	BIO-005	Live allocation state	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0428	BIOS-006-P0428	1.0.0	OR-0428	1.0.0	BIOS-006	BIOSTEST.COM	BIO-006	Allocation-pointer address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0429	BIOS-006-P0429	1.0.0	OR-0429	1.0.0	BIOS-006	BIOSTEST.COM	BIO-007	Application modification of allocation vector	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0430	BIOS-006-P0430	1.0.0	OR-0430	1.0.0	BIOS-006	BIOSTEST.COM	BIO-008	Read-only allocation information	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0431	BIOS-006-P0431	1.0.0	OR-0431	1.0.0	BIOS-006	BIOSTEST.COM	BIO-009	Function 31 DPB pointer and layout	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0432	BIOS-006-P0432	1.0.0	OR-0432	1.0.0	BIOS-006	BIOSTEST.COM	BIO-010	DPB configuration and sharing	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0433	BIOS-006-P0433	1.0.0	OR-0433	1.0.0	BIOS-006	BIOSTEST.COM	BIO-011	Documented DPB modification	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0434	BIOS-006-P0434	1.0.0	OR-0434	1.0.0	BIOS-006	BIOSTEST.COM	BIO-012	DPB address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0435	BIOS-003-P0435	1.0.0	OR-0435	1.0.0	BIOS-003	BIOSTEST.COM	BIO-013	Function 37 compatibility status	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	MEM-001; BIOS-001 as applicable	OPT-FN37	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0436	COMM-002-P0436	1.0.0	OR-0436	1.0.0	COMM-002	CONSTEST.COM	CON-082	Function 3 Reader convention	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0437	BIOS-003-P0437	1.0.0	OR-0437	1.0.0	BIOS-003	BIOSTEST.COM	BIO-014	Reader completion and optional-device behavior	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0438	COMM-002-P0438	1.0.0	OR-0438	1.0.0	COMM-002	CONSTEST.COM	CON-083	Reader separation from console	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0439	BIOS-003-P0439	1.0.0	OR-0439	1.0.0	BIOS-003	BIOSTEST.COM	BIO-015	Function 4 Punch convention	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0440	COMM-002-P0440	1.0.0	OR-0440	1.0.0	COMM-002	CONSTEST.COM	CON-084	Function 5 List convention	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0441	BIOS-003-P0441	1.0.0	OR-0441	1.0.0	BIOS-003	BIOSTEST.COM	BIO-016	Character-output result values	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0442	COMM-002-P0442	1.0.0	OR-0442	1.0.0	COMM-002	CONSTEST.COM	CON-085	Function 7 IOBYTE query	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0443	BIOS-003-P0443	1.0.0	OR-0443	1.0.0	BIOS-003	BIOSTEST.COM	BIO-017	Function 8 IOBYTE set	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0444	COMM-002-P0444	1.0.0	OR-0444	1.0.0	COMM-002	CONSTEST.COM	CON-086	IOBYTE field encoding	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0445	BIOS-003-P0445	1.0.0	OR-0445	1.0.0	BIOS-003	BIOSTEST.COM	BIO-018	IOBYTE routing boundary	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0446	COMM-002-P0446	1.0.0	OR-0446	1.0.0	COMM-002	CONSTEST.COM	CON-087	Active IOBYTE routing policy	PROFILE REQUIRED	the IOBYTE logical-device profile	all narrow tests for mapped ledger areas; named software/profile fixture	IOBYTE-DEVICE	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
