entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0375	Function 29 convention	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0376	Read-only vector mapping	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0377	Function 28 vector effect	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0378	Reset clears software protection	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0379	Protected-disk Make	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0380	Protected-disk sequential write	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0381	Protected-disk random write	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0382	Protected-disk delete	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0383	Protected-disk rename	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0384	Protection before mutation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0385	Fatal presentation	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0386	Fatal handler internals	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Excluded from CP/M personality contract	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT REQUIRED	No personality or provider structure constrained
0387	Exact diagnostic text	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0388	Late attribute change versus dirty FCB	012 - CP/M 2.2 BDOS File Deletion and Rename Semantics; I052 BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	Personality non-guarantee: do not publish one stable result	BDOS-FILE-006,BDOS-FILE-007,BDOS-FILE-008,BDOS-FILE-009	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0389	Automatic media-change protection	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Profile-gated CP/M-visible obligation if selected	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0390	CBIOS physical read result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0391	CBIOS physical write result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0392	BIOS retry responsibility	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0393	Physical/logical error separation	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0394	Bad Sector presentation	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0395	Physical-error ignore choice	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0396	Physical-error abort choice	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0397	Abort restart details	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0398	Result after ignored physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0399	DMA after ignored physical read	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0400	Persistence after ignored physical write	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0401	Make persistence after physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0402	Close persistence after physical error	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0403	Physical-write atomicity	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Personality non-guarantee: do not publish one stable result	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0404	Sequential read logical result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0405	Sequential write logical result	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0406	Random read logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0407	Random write logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0408	Make/Delete/Rename/Close logical codes	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Expose required CP/M result/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0409	DRI permanent-error internals	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Excluded from CP/M personality contract	ERROR-002,ERROR-003,ERROR-004	NOT REQUIRED	No personality or provider structure constrained
0410	z80pack status values	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Excluded from CP/M personality contract	ERROR-002,ERROR-003,ERROR-004	NOT REQUIRED	No personality or provider structure constrained
0411	Exact Bad Sector text	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Profile-gated CP/M-visible obligation if selected	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0412	Accepted ignore characters	015 - CP/M 2.2 BDOS Physical Disk Error and Error Presentation Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Profile-gated CP/M-visible obligation if selected	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0413	Structured physical-error extension	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Profile-gated CP/M-visible obligation if selected	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0414	Function 12 CP/M version result	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0415	Function 32 user-number query	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0416	Function 32 user-number selection	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0417	Function 32 set-form result	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Personality non-guarantee: do not publish one stable result	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0418	Console functions do not use or overwrite DMA	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0419	Console and identity calls preserve DMA selection	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0420	Function 10 DE buffer is not DMA	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0421	DRI private console polling implementation	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Excluded from CP/M personality contract	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT REQUIRED	No personality or provider structure constrained
0422	Function 6 E=FEh behavior	016 - CP/M 2.2 BDOS Console I/O and System Interface Semantics; I052 BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	Excluded from CP/M personality contract	BDOS-CON-001,BDOS-CON-005,BDOS-STATE-001	NOT REQUIRED	No personality or provider structure constrained
0423	Function 34 is not Compute File Size	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Excluded from CP/M personality contract	BDOS-STATE-002,BIOS-006	NOT REQUIRED	No personality or provider structure constrained
0424	Function 27 allocation-vector pointer	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0425	Allocation-vector length and bit mapping	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0426	Reserved directory allocation bits	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0427	Live allocation state	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0428	Allocation-pointer address and lifetime	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0429	Application modification of allocation vector	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0430	Read-only allocation information	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0431	Function 31 DPB pointer and layout	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0432	DPB configuration and sharing	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0433	Documented DPB modification	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-002,BIOS-006	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0434	DPB address and lifetime	017 - CP/M 2.2 BDOS Disk State, Allocation Vector, and Disk Parameter; I052 BDOS-STATE-002,BIOS-006	Personality non-guarantee: do not publish one stable result	BDOS-STATE-002,BIOS-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
